ماشین,لپ تاپ,تلفن همراه
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا معمولی', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 92283, 'سال ساخت': 1400, 'قیمت (تومان)': 1141000000, 'توضیحات فروشنده': 'گیربکس تازه سرویس شده، موتور بدون ایراد، بدنه خط\u200cوخش ندارد.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'خاکستری', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 750000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 14 Pro', 'رنگ': 'طلایی', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 64500000, 'توضیحات فروشنده': 'تنها مشکل ظاهر قاب است، فنی کاملاً سالم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'چری آریزو 5', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 68236, 'سال ساخت': 1399, 'قیمت (تومان)': 2767000000, 'توضیحات فروشنده': 'بیمه بدنه و شخص ثالث کامل، کارکرد واقعی، بدون خرج.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Air M1', 'رنگ': 'مشکی', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 619000000, 'توضیحات فروشنده': 'کارکرد کم، جعبه و متعلقات کامل.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi Mi 11 Lite', 'رنگ': 'قرمز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 12300000, 'توضیحات فروشنده': 'بدون حتی یک ضربه، مشابه آکبند.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 206 تیپ 5', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 111262, 'سال ساخت': 1399, 'قیمت (تومان)': 902000000, 'توضیحات فروشنده': 'گیربکس تازه سرویس شده، موتور بدون ایراد، بدنه خط\u200cوخش ندارد.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'HP Spectre x360', 'رنگ': 'مشکی', 'سال ساخت': 2019, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 764000000, 'توضیحات فروشنده': 'سیستم خنک\u200cکنندگی ارتقا یافته، پردازنده سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Tecno Camon 19', 'رنگ': 'قرمز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 5600000, 'توضیحات فروشنده': 'بدون حتی یک ضربه، مشابه آکبند.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رنو ساندرو', 'رنگ': 'نقره\u200cای', 'کارکرد (کیلومتر)': 34533, 'سال ساخت': 1397, 'قیمت (تومان)': 1247000000, 'توضیحات فروشنده': 'بیمه بدنه و شخص ثالث کامل، کارکرد واقعی، بدون خرج.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Microsoft Surface Pro 7', 'رنگ': 'مشکی', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 333000000, 'توضیحات فروشنده': 'سیستم خنک\u200cکنندگی ارتقا یافته، پردازنده سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Tecno Spark 10', 'رنگ': 'سفید', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 4000000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا معمولی', 'رنگ': 'بژ', 'کارکرد (کیلومتر)': 15148, 'سال ساخت': 1395, 'قیمت (تومان)': 1269000000, 'توضیحات فروشنده': 'معاینه فنی برتر، بیمه تا ۱۰ ماه آینده، موتور عالی.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ZenBook 14', 'رنگ': 'قرمز', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 399000000, 'توضیحات فروشنده': 'قیمت مقطوع، تخفیف فقط نقدی.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy Note 10', 'رنگ': 'سفید', 'سال تولید': 2021, 'حافظه داخلی (GB)': 512, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 21700000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا پلاس', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 50994, 'سال ساخت': 1400, 'قیمت (تومان)': 773000000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، داخل بسیار تمیز، بدون پارگی در صندلی.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo ThinkPad X1', 'رنگ': 'مشکی', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 822000000, 'توضیحات فروشنده': 'بدون کوچک\u200cترین ایراد، همه چیز اورجینال.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'OnePlus 10 Pro', 'رنگ': 'سبز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 35500000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 207i اتومات', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 122961, 'سال ساخت': 1397, 'قیمت (تومان)': 2034000000, 'توضیحات فروشنده': 'گیربکس اتومات سالم، شتاب عالی، سرویس\u200cها کامل انجام شده.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'HP Spectre x360', 'رنگ': 'مشکی', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 615000000, 'توضیحات فروشنده': 'SSD پلمپ، حافظه بالا، شتاب فوق\u200cالعاده.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Sony Xperia 10 III', 'رنگ': 'مشکی', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 17300000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پراید 131', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 74699, 'سال ساخت': 1399, 'قیمت (تومان)': 119000000, 'توضیحات فروشنده': 'بدنه بدون رنگ، فقط یک خط سطحی، موتور بسیار نرم و روان.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'HP Spectre x360', 'رنگ': 'سفید', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 455000000, 'توضیحات فروشنده': 'به دلیل ارتقا می\u200cفروشم، سالم و تمیز.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Realme GT Master', 'رنگ': 'مشکی', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 16900000, 'توضیحات فروشنده': 'بدون هیچ تعمیر، تمام قسمت\u200cها اورجینال.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'چری تیگو 5', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 66703, 'سال ساخت': 1399, 'قیمت (تومان)': 2414000000, 'توضیحات فروشنده': 'معاینه فنی برتر، بیمه تا ۱۰ ماه آینده، موتور عالی.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ZenBook 14', 'رنگ': 'مشکی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 390000000, 'توضیحات فروشنده': 'بدنه آلومینیومی، بسیار سبک و مقاوم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'OnePlus 8T', 'رنگ': 'سفید', 'سال تولید': 2020, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 25900000, 'توضیحات فروشنده': 'صفحه نمایش سالم، خط و خش ندارد.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 206 صندوقدار', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 24632, 'سال ساخت': 1399, 'قیمت (تومان)': 553000000, 'توضیحات فروشنده': 'بیمه و معاینه فنی تا پایان سال، فنی سالم.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo ThinkPad X1', 'رنگ': 'مشکی', 'سال ساخت': 2024, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 491000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ جزئی روی قاب، فنی سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy M31', 'رنگ': 'مشکی', 'سال تولید': 2020, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 9100000, 'توضیحات فروشنده': 'تمامی اطلاعات پاک شده و آماده انتقال.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رنو ساندرو', 'رنگ': 'قهوه\u200cای', 'کارکرد (کیلومتر)': 68238, 'سال ساخت': 1395, 'قیمت (تومان)': 1025000000, 'توضیحات فروشنده': 'گیربکس اتومات سالم، شتاب عالی، سرویس\u200cها کامل انجام شده.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'سفید', 'سال ساخت': 2024, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 656000000, 'توضیحات فروشنده': 'فروش فوری، فقط تماس، قیمت مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi Redmi Note 11', 'رنگ': 'مشکی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 10400000, 'توضیحات فروشنده': 'هدیه گرفته\u200cام، استفاده نکردم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پراید 131', 'رنگ': 'مشکی', 'کارکرد (کیلومتر)': 57283, 'سال ساخت': 1399, 'قیمت (تومان)': 171000000, 'توضیحات فروشنده': 'معاینه فنی برتر، بیمه تا ۱۰ ماه آینده، موتور عالی.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Dell XPS 13', 'رنگ': 'قرمز', 'سال ساخت': 2019, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 398000000, 'توضیحات فروشنده': 'قیمت مقطوع، تخفیف فقط نقدی.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 11', 'رنگ': 'مشکی', 'سال تولید': 2019, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 23100000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا پلاس', 'رنگ': 'بژ', 'کارکرد (کیلومتر)': 153726, 'سال ساخت': 1402, 'قیمت (تومان)': 1421000000, 'توضیحات فروشنده': 'استفاده بسیار کم، پارکینگ شخصی، مناسب مصرف\u200cکننده.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ZenBook 14', 'رنگ': 'سفید', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 598000000, 'توضیحات فروشنده': 'سیستم خنک\u200cکنندگی ارتقا یافته، پردازنده سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Realme GT Master', 'رنگ': 'آبی', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 17100000, 'توضیحات فروشنده': 'دارای برچسب پشت و جلو، بدون خط.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تندر 90 پلاس', 'رنگ': 'خاکستری', 'کارکرد (کیلومتر)': 78303, 'سال ساخت': 1398, 'قیمت (تومان)': 1310000000, 'توضیحات فروشنده': 'شیشه\u200cها دودی مجاز، بیمه و معاینه فنی معتبر.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 531000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone SE (2020)', 'رنگ': 'آبی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 16100000, 'توضیحات فروشنده': 'صفحه نمایش سالم، خط و خش ندارد.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پراید 131', 'رنگ': 'زرد', 'کارکرد (کیلومتر)': 43754, 'سال ساخت': 1394, 'قیمت (تومان)': 231000000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، داخل بسیار تمیز، بدون پارگی در صندلی.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Pro 14', 'رنگ': 'آبی', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 905000000, 'توضیحات فروشنده': 'محصول شرکتی، فاکتور و گارانتی دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy S21', 'رنگ': 'طلایی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 28000000, 'توضیحات فروشنده': 'تمامی اطلاعات پاک شده و آماده انتقال.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ساینا', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 149763, 'سال ساخت': 1401, 'قیمت (تومان)': 378000000, 'توضیحات فروشنده': 'تک مالک، بدون رنگ، بیمه تازه تمدید شده، فنی سالم.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'خاکستری', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 1102000000, 'توضیحات فروشنده': 'بدون کوچک\u200cترین ایراد، همه چیز اورجینال.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone SE (2020)', 'رنگ': 'سبز', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 16900000, 'توضیحات فروشنده': 'دارای گلس و قاب از روز اول استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 405 SLX', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 40117, 'سال ساخت': 1392, 'قیمت (تومان)': 545000000, 'توضیحات فروشنده': 'لاستیک\u200cها ۹۰٪، تعویض روغن تازه، موتور کاملاً بی\u200cصدا.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo Legion 5', 'رنگ': 'خاکستری', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 758000000, 'توضیحات فروشنده': 'به دلیل ارتقا می\u200cفروشم، سالم و تمیز.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Google Pixel 6', 'رنگ': 'بنفش', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 28000000, 'توضیحات فروشنده': 'بدون هیچ هزینه اضافه، فقط استفاده کن.'}"
